Alternative,Subset,g1,g2,g3,g4,g5,Class
a4166,WHI,0.22,0.05,83,0.99019,12,Cl2
a4167,WHI,0.23,0.044,158,0.98998,12.1,Cl2
a4168,WHI,0.17,0.04,118,0.98886,13.1,Cl3
a4169,WHI,0.19,0.039,104,0.98998,12.4,Cl2
a4170,WHI,0.21,0.035,123,0.98949,12.6,Cl2
a4171,WHI,0.16,0.056,168,0.99825,8.7,Cl2
a4172,WHI,0.22,0.04,101,0.99009,12,Cl1
a4173,WHI,0.34,0.06,169,0.99252,11.6,Cl2
a4174,WHI,0.34,0.174,99,0.99288,9.3,Cl1
a4175,WHI,0.24,0.05,179,0.99659,9.3,Cl2
a4176,WHI,0.35,0.048,157,0.99133,11.1,Cl2
a4177,WHI,0.24,0.049,161,0.99324,10.2,Cl2
a4178,WHI,0.25,0.037,113,0.99164,10.6,Cl2
a4179,WHI,0.19,0.038,133,0.99107,11.3,Cl2
a4180,WHI,0.24,0.052,198,0.9986,9.4,Cl1
a4181,WHI,0.31,0.053,123,0.99708,9.3,Cl2
a4182,WHI,0.25,0.039,68,0.99163,11.1,Cl2
a4183,WHI,0.38,0.055,170,0.99605,9.9,Cl2
a4184,WHI,0.3,0.041,82,0.99065,11.8,Cl2
a4185,WHI,0.33,0.04,81,0.9903,12.6,Cl2
a4186,WHI,0.24,0.052,198,0.9986,9.4,Cl1
a4187,WHI,0.27,0.043,72,0.99236,10.5,Cl1
a4188,WHI,0.24,0.037,108,0.98948,12.3,Cl2
a4189,WHI,0.33,0.048,119,0.99045,11.3,Cl2
a4190,WHI,0.21,0.097,105,0.9939,9.6,Cl1
a4191,WHI,0.22,0.04,63,0.98985,12,Cl2
a4192,WHI,0.27,0.05,140,0.99138,11.2,Cl1
a4193,WHI,0.2,0.044,100,0.99348,10.2,Cl2
a4194,WHI,0.27,0.045,100,0.99066,12.4,Cl2
a4195,WHI,0.2,0.044,100,0.99348,10.2,Cl2
a4196,WHI,0.45,0.04,87,0.98862,13.4,Cl3
a4197,WHI,0.22,0.036,68,0.98865,12.6,Cl2
a4198,WHI,0.3,0.053,149,0.99472,9.8,Cl1
a4199,WHI,0.36,0.049,139,0.99792,9.1,Cl1
a4200,WHI,0.27,0.045,100,0.99066,12.4,Cl2
a4201,WHI,0.24,0.044,101,0.99035,12.5,Cl2
a4202,WHI,0.41,0.033,85,0.99086,11.7,Cl2
a4203,WHI,0.24,0.044,113,0.99013,12.9,Cl2
a4204,WHI,0.3,0.054,183,0.99266,10.1,Cl1
a4205,WHI,0.26,0.044,139,0.99517,10.3,Cl2
a4206,WHI,0.41,0.033,85,0.99086,11.7,Cl2
a4207,WHI,0.32,0.05,144,0.99666,10.3,Cl2
a4208,WHI,0.25,0.036,107,0.991,10.8,Cl2
a4209,WHI,0.23,0.023,89,0.99068,11.2,Cl2
a4210,WHI,0.23,0.024,102,0.99084,11.8,Cl2
a4211,WHI,0.17,0.05,134,0.9939,9.8,Cl2
a4212,WHI,0.38,0.041,193,0.99624,10,Cl2
a4213,WHI,0.31,0.052,164,0.99602,8.8,Cl1
a4214,WHI,0.38,0.142,69,0.9926,10.1,Cl1
a4215,WHI,0.44,0.056,210,0.99718,9.5,Cl1
a4216,WHI,0.44,0.056,210,0.99718,9.5,Cl1
a4217,WHI,0.44,0.056,210,0.99718,9.5,Cl1
a4218,WHI,0.38,0.06,113,0.99344,9.2,Cl1
a4219,WHI,0.33,0.041,180,0.99184,12.2,Cl2
a4220,WHI,0.44,0.056,210,0.99718,9.5,Cl1
a4221,WHI,0.19,0.046,92,0.99033,11.3,Cl2
a4222,WHI,0.28,0.038,129,0.99248,12.1,Cl2
a4223,WHI,0.38,0.06,113,0.99344,9.2,Cl1
a4224,WHI,0.43,0.029,51,0.99076,11.2,Cl1
a4225,WHI,0.22,0.029,87,0.99092,12.5,Cl2
a4226,WHI,0.345,0.056,187,0.99486,10.6,Cl1
a4227,WHI,0.255,0.056,171,0.99464,10.4,Cl2
a4228,WHI,0.2,0.047,93,0.99235,10.1,Cl2
a4229,WHI,0.29,0.048,201,0.99612,9.9,Cl2
a4230,WHI,0.26,0.046,133,0.99202,11,Cl2
a4231,WHI,0.22,0.045,122,0.99261,10,Cl2
a4232,WHI,0.35,0.066,89,0.98964,12.7,Cl2
a4233,WHI,0.39,0.036,92,0.99206,12.1,Cl2
a4234,WHI,0.23,0.052,118,0.9938,10.4,Cl2
a4235,WHI,0.22,0.05,120,0.99204,10.4,Cl2
a4236,WHI,0.29,0.04,116,0.99736,9.2,Cl1
a4237,WHI,0.29,0.04,116,0.99736,9.2,Cl1
a4238,WHI,0.23,0.03,80,0.99192,10.5,Cl1
a4239,WHI,0.29,0.04,116,0.99736,9.2,Cl1
a4240,WHI,0.28,0.041,90,0.99002,11.9,Cl2
a4241,WHI,0.26,0.042,130,0.996,10.1,Cl2
a4242,WHI,0.27,0.034,140,0.99237,11.1,Cl2
a4243,WHI,0.22,0.037,144,0.99214,10.8,Cl2
a4244,WHI,0.26,0.019,72,0.99041,11.8,Cl2
a4245,WHI,0.36,0.038,116,0.9982,9.2,Cl1
a4246,WHI,0.35,0.037,116,0.99822,9.2,Cl1
a4247,WHI,0.18,0.023,95,0.9893,12.3,Cl2
a4248,WHI,0.36,0.145,124,0.99274,10.1,Cl2
a4249,WHI,0.14,0.04,114,0.99105,11.4,Cl2
a4250,WHI,0.23,0.044,161,0.99209,10.4,Cl2
a4251,WHI,0.11,0.053,95,0.99676,9.8,Cl2
a4252,WHI,0.24,0.047,91,0.99251,9.9,Cl2
a4253,WHI,0.11,0.053,95,0.99676,9.8,Cl2
a4254,WHI,0.47,0.036,74,0.99082,11.2,Cl1
a4255,WHI,0.29,0.058,115,0.99567,10.9,Cl1
a4256,WHI,0.33,0.051,119,0.99416,9.2,Cl1
a4257,WHI,0.33,0.051,119,0.99416,9.2,Cl1
a4258,WHI,0.32,0.033,121,0.9887,12,Cl1
a4259,WHI,0.3,0.034,121,0.98871,12.1,Cl2
a4260,WHI,0.31,0.036,114,0.99248,12.4,Cl2
a4261,WHI,0.36,0.038,145,0.99184,11.2,Cl2
a4262,WHI,0.31,0.042,120,0.98952,12.7,Cl2
a4263,WHI,0.52,0.036,169,0.99267,12.2,Cl2
a4264,WHI,0.55,0.036,164,0.99269,12.2,Cl2
a4265,WHI,0.2,0.042,99,0.98912,12.2,Cl2
a4266,WHI,0.36,0.038,145,0.99184,11.2,Cl2
a4267,WHI,0.31,0.042,120,0.98952,12.7,Cl2
a4268,WHI,0.29,0.044,117,0.9895,12.7,Cl2
a4269,WHI,0.22,0.04,146,0.98999,12.1,Cl2
a4270,WHI,0.46,0.045,192,0.9981,9.4,Cl1
a4271,WHI,0.21,0.041,174,0.995,10.1,Cl2
a4272,WHI,0.42,0.043,201,0.99848,9.4,Cl1
a4273,WHI,0.22,0.044,113,0.99862,8.9,Cl2
a4274,WHI,0.22,0.044,113,0.99862,8.9,Cl2
a4275,WHI,0.22,0.044,113,0.99862,8.9,Cl2
a4276,WHI,0.22,0.044,113,0.99862,8.9,Cl2
a4277,WHI,0.31,0.027,117,0.98886,13,Cl2
a4278,WHI,0.22,0.054,183,0.99474,10.3,Cl1
a4279,WHI,0.18,0.04,47,0.99126,10.1,Cl1
a4280,WHI,0.24,0.04,129,0.99691,10.5,Cl2
a4281,WHI,0.22,0.044,113,0.99862,8.9,Cl2
a4282,WHI,0.26,0.059,124,0.99773,10.1,Cl1
a4283,WHI,0.26,0.059,124,0.99773,10.1,Cl1
a4284,WHI,0.2,0.049,93,0.9928,11,Cl2
a4285,WHI,0.2,0.049,93,0.9928,11,Cl2
a4286,WHI,0.2,0.049,93,0.9928,11,Cl2
a4287,WHI,0.2,0.049,93,0.9928,11,Cl2
a4288,WHI,0.28,0.046,117,0.99288,10,Cl1
a4289,WHI,0.2,0.03,76,0.99202,10.5,Cl2
a4290,WHI,0.26,0.048,112,0.99606,9.7,Cl2
a4291,WHI,0.26,0.059,124,0.99773,10.1,Cl1
a4292,WHI,0.21,0.045,183,0.99922,9.4,Cl1
a4293,WHI,0.22,0.041,119,0.99296,11.2,Cl2
a4294,WHI,0.21,0.045,183,0.99922,9.4,Cl1
a4295,WHI,0.22,0.046,121,0.99468,10.8,Cl1
a4296,WHI,0.21,0.045,183,0.99922,9.4,Cl1
a4297,WHI,0.22,0.041,119,0.99296,11.2,Cl2
a4298,WHI,0.2,0.037,103,0.99388,11,Cl2
a4299,WHI,0.26,0.038,111,0.99315,12.4,Cl2
a4300,WHI,0.28,0.208,154,0.99478,9.4,Cl2
a4301,WHI,0.29,0.209,156,0.99478,9.4,Cl1
a4302,WHI,0.34,0.105,155,0.99692,9.5,Cl1
a4303,WHI,0.39,0.034,204,0.99616,10,Cl2
a4304,WHI,0.26,0.043,114,0.9902,12.5,Cl2
a4305,WHI,0.24,0.044,115,0.9921,10.9,Cl2
a4306,WHI,0.25,0.044,113,0.99462,10.5,Cl2
a4307,WHI,0.24,0.05,133,0.99476,10.8,Cl2
a4308,WHI,0.22,0.039,116,0.99178,11,Cl2
a4309,WHI,0.26,0.036,87,0.99081,11.8,Cl2
a4310,WHI,0.34,0.038,121,0.99198,12.6,Cl2
a4311,WHI,0.225,0.054,140,0.99545,10.2,Cl2
a4312,WHI,0.23,0.046,103,0.98997,12,Cl1
a4313,WHI,0.26,0.043,114,0.9902,12.5,Cl2
a4314,WHI,0.27,0.04,86,0.99089,11.5,Cl2
a4315,WHI,0.41,0.035,117,0.99172,11.94,Cl2
a4316,WHI,0.41,0.035,115,0.9901,12.89333333,Cl2
a4317,WHI,0.585,0.086,94,0.99681,9.4,Cl1
a4318,WHI,0.34,0.038,138,0.9893,12.2,Cl2
a4319,WHI,0.41,0.035,117,0.99172,11.94,Cl2
a4320,WHI,0.41,0.035,115,0.9901,12.89333333,Cl2
a4321,WHI,0.26,0.056,191,0.99527,9.5,Cl1
a4322,WHI,0.28,0.036,150,0.99445,10.6,Cl2
a4323,WHI,0.16,0.042,121,0.99198,10.5,Cl2
a4324,WHI,0.27,0.037,129,0.99085,11.46666667,Cl2
a4325,WHI,0.2,0.043,100,0.99033,11.4,Cl2
a4326,WHI,0.24,0.054,182,0.99538,9.5,Cl1
a4327,WHI,0.38,0.052,168,0.99627,9.2,Cl1
a4328,WHI,0.24,0.054,182,0.99538,9.5,Cl1
a4329,WHI,0.42,0.043,145,0.99433,10.98,Cl1
a4330,WHI,0.23,0.054,181,0.9954,9.4,Cl1
a4331,WHI,0.24,0.054,182,0.99538,9.5,Cl1
a4332,WHI,0.38,0.052,168,0.99627,9.2,Cl1
a4333,WHI,0.19,0.057,155,0.99807,8.8,Cl3
a4334,WHI,0.19,0.057,155,0.99807,8.8,Cl3
a4335,WHI,0.19,0.057,155,0.99807,8.8,Cl3
a4336,WHI,0.19,0.057,155,0.99807,8.8,Cl3
a4337,WHI,0.19,0.057,155,0.99807,8.8,Cl3
a4338,WHI,0.19,0.057,155,0.99807,8.8,Cl3
a4339,WHI,0.19,0.057,155,0.99807,8.8,Cl3
a4340,WHI,0.24,0.044,96,0.99232,10.4,Cl3
a4341,WHI,0.19,0.057,155,0.99807,8.8,Cl3
a4342,WHI,0.27,0.054,139,0.99788,10.03333333,Cl2
a4343,WHI,0.28,0.052,141,0.99108,11.3,Cl2
a4344,WHI,0.22,0.024,109,0.99234,10.4,Cl2
a4345,WHI,0.27,0.176,106,0.99288,9.2,Cl2
a4346,WHI,0.2,0.034,107,0.99195,11.1,Cl2
a4347,WHI,0.27,0.176,106,0.99288,9.2,Cl2
a4348,WHI,0.23,0.034,148,0.99121,11.3,Cl2
a4349,WHI,0.31,0.042,148,0.99839,9.1,Cl2
a4350,WHI,0.34,0.108,187,0.99738,9.4,Cl1
a4351,WHI,0.36,0.015,73,0.98963,13.2,Cl2
a4352,WHI,0.31,0.039,137,0.98946,12.7,Cl2
a4353,WHI,0.28,0.054,148,0.99178,10.7,Cl1
a4354,WHI,0.16,0.064,166,0.99136,11.43333333,Cl2
a4355,WHI,0.31,0.049,169,0.99323,11.1,Cl2
a4356,WHI,0.31,0.039,137,0.98946,12.7,Cl2
a4357,WHI,0.29,0.046,178,0.99313,10.53333333,Cl1
a4358,WHI,0.28,0.04,194,0.9912,11.6,Cl2
a4359,WHI,0.23,0.05,179,0.99504,9.533333333,Cl1
a4360,WHI,0.34,0.062,203,0.99461,9.8,Cl2
a4361,WHI,0.28,0.054,148,0.99178,10.7,Cl1
a4362,WHI,0.2,0.039,110,0.99008,12,Cl2
a4363,WHI,0.24,0.039,123,0.98959,12.8,Cl2
a4364,WHI,0.31,0.048,136,0.99663,9.5,Cl1
a4365,WHI,0.29,0.041,119,0.99334,10.93333333,Cl2
a4366,WHI,0.19,0.063,133,0.99561,9.1,Cl1
a4367,WHI,0.29,0.035,117,0.98959,12.6,Cl2
a4368,WHI,0.31,0.048,136,0.99663,9.5,Cl1
a4369,WHI,0.3,0.041,109,0.99418,10.9,Cl2
a4370,WHI,0.29,0.041,119,0.99334,10.93333333,Cl2
a4371,WHI,0.22,0.096,115,0.9937,9.6,Cl1
a4372,WHI,0.23,0.053,92,0.99372,9.3,Cl1
a4373,WHI,0.23,0.038,112,0.99157,11.36666667,Cl2
a4374,WHI,0.26,0.043,98,0.98918,12.5,Cl2
a4375,WHI,0.35,0.051,171,0.9932,9.5,Cl1
a4376,WHI,0.32,0.041,186,0.99235,11,Cl2
a4377,WHI,0.34,0.042,133,0.99373,9.4,Cl1
a4378,WHI,0.13,0.035,76,0.9914,11.33333333,Cl2
a4379,WHI,0.315,0.041,126,0.99494,8.8,Cl1
a4380,WHI,0.34,0.042,133,0.99373,9.4,Cl1
a4381,WHI,0.31,0.05,143,0.99332,11.06666667,Cl2
a4382,WHI,0.3,0.058,151,0.99198,12.2,Cl2
a4383,WHI,0.24,0.041,110,0.99142,11,Cl2
a4384,WHI,0.13,0.035,76,0.9914,11.33333333,Cl2
a4385,WHI,0.26,0.05,182,0.99542,9.5,Cl1
a4386,WHI,0.26,0.05,182,0.99542,9.5,Cl1
a4387,WHI,0.27,0.043,170,0.9924,11,Cl2
a4388,WHI,0.21,0.039,97,0.99112,11.2,Cl2
a4389,WHI,0.26,0.036,100,0.99534,9.3,Cl2
a4390,WHI,0.28,0.04,111,0.99338,10.8,Cl1
a4391,WHI,0.25,0.057,167,0.99804,9.2,Cl1
a4392,WHI,0.22,0.048,203,0.99899,9.4,Cl1
a4393,WHI,0.25,0.057,167,0.99804,9.2,Cl1
a4394,WHI,0.18,0.047,139,0.99724,10.5,Cl2
a4395,WHI,0.2,0.046,143,0.99526,10.8,Cl2
a4396,WHI,0.24,0.051,146,0.99676,9.4,Cl1
a4397,WHI,0.27,0.053,173,0.99699,9.8,Cl1
a4398,WHI,0.27,0.053,173,0.99699,9.8,Cl1
a4399,WHI,0.27,0.053,173,0.99699,9.8,Cl1
a4400,WHI,0.24,0.051,146,0.99676,9.4,Cl1
a4401,WHI,0.27,0.053,173,0.99699,9.8,Cl1
a4402,WHI,0.38,0.041,137,0.99461,12.1,Cl2
a4403,WHI,0.43,0.043,176,0.99116,12.3,Cl2
a4404,WHI,0.22,0.066,187,0.99362,9.733333333,Cl1
a4405,WHI,0.29,0.044,197,0.99512,9.4,Cl1
a4406,WHI,0.29,0.044,197,0.99512,9.4,Cl1
a4407,WHI,0.29,0.037,140,0.9895,12.8,Cl2
a4408,WHI,0.19,0.046,80,0.99043,11.05,Cl2
a4409,WHI,0.29,0.044,197,0.99512,9.4,Cl1
a4410,WHI,0.29,0.037,140,0.9895,12.8,Cl2
a4411,WHI,0.24,0.069,182,0.99391,9.733333333,Cl1
a4412,WHI,0.3,0.039,86,0.98963,13.1,Cl2
a4413,WHI,0.27,0.041,114,0.99335,11.5,Cl2
a4414,WHI,0.3,0.039,86,0.98963,13.1,Cl2
a4415,WHI,0.27,0.041,114,0.99335,11.5,Cl2
a4416,WHI,0.305,0.061,141,0.99824,9.1,Cl1
a4417,WHI,0.24,0.069,182,0.99391,9.75,Cl1
a4418,WHI,0.22,0.04,125,0.9917,10.5,Cl2
a4419,WHI,0.22,0.047,118,0.99906,8.8,Cl2
a4420,WHI,0.22,0.047,118,0.99906,8.8,Cl2
a4421,WHI,0.22,0.047,118,0.99906,8.8,Cl2
a4422,WHI,0.22,0.047,118,0.99906,8.8,Cl2
a4423,WHI,0.22,0.04,125,0.9917,10.5,Cl2
a4424,WHI,0.22,0.04,125,0.9917,10.5,Cl2
a4425,WHI,0.22,0.047,118,0.99906,8.8,Cl2
a4426,WHI,0.22,0.045,122,0.99415,9.9,Cl2
a4427,WHI,0.21,0.047,123,0.99418,9.9,Cl2
a4428,WHI,0.32,0.044,205,0.99611,9.9,Cl1
a4429,WHI,0.44,0.038,166,0.99124,12.2,Cl2
a4430,WHI,0.31,0.042,162,0.99179,10.8,Cl2
a4431,WHI,0.36,0.051,134,0.99886,8.7,Cl1
a4432,WHI,0.38,0.043,67,0.98924,13.2,Cl2
a4433,WHI,0.24,0.03,94,0.99045,12.7,Cl2
a4434,WHI,0.56,0.06,193,0.9969,9.4,Cl1
a4435,WHI,0.24,0.045,161,0.99196,11.2,Cl2
a4436,WHI,0.29,0.051,166,0.99339,11.33333333,Cl2
a4437,WHI,0.28,0.051,92,0.99224,11.9,Cl2
a4438,WHI,0.29,0.051,166,0.99339,11.35,Cl2
a4439,WHI,0.21,0.046,131,0.99184,10.5,Cl1
a4440,WHI,0.47,0.048,125,0.99428,9.8,Cl1
a4441,WHI,0.34,0.051,146,0.99834,9.1,Cl1
a4442,WHI,0.27,0.033,111,0.98918,12.4,Cl2
a4443,WHI,0.34,0.051,146,0.99834,9.1,Cl1
a4444,WHI,0.47,0.048,125,0.99428,9.8,Cl1
a4445,WHI,0.35,0.031,116,0.99241,11.3,Cl2
a4446,WHI,0.35,0.031,116,0.99241,11.3,Cl2
a4447,WHI,0.46,0.024,111,0.98816,13.1,Cl2
a4448,WHI,0.38,0.035,101,0.98916,12.5,Cl2
a4449,WHI,0.3,0.045,122,0.99329,10.3,Cl1
a4450,WHI,0.28,0.039,150,0.99535,10.7,Cl2
a4451,WHI,0.29,0.04,136,0.99552,10.4,Cl2
a4452,WHI,0.3,0.049,184,0.99514,9.5,Cl1
a4453,WHI,0.39,0.048,173,0.99304,9.8,Cl1
a4454,WHI,0.38,0.035,101,0.98916,12.5,Cl2
a4455,WHI,0.18,0.051,149,0.9984,9.4,Cl2
a4456,WHI,0.28,0.051,174,0.99911,9,Cl1
a4457,WHI,0.28,0.051,174,0.99911,9,Cl1
a4458,WHI,0.28,0.051,174,0.99911,9,Cl1
a4459,WHI,0.35,0.045,129,0.98952,13,Cl2
a4460,WHI,0.22,0.041,120,0.99403,9.9,Cl1
a4461,WHI,0.18,0.051,149,0.9984,9.4,Cl2
a4462,WHI,0.28,0.044,157,0.99312,10.6,Cl2
a4463,WHI,0.42,0.038,109,0.98968,13.4,Cl2
a4464,WHI,0.32,0.031,114,0.98946,12.5,Cl2
a4465,WHI,0.26,0.053,141,0.9981,9.3,Cl1
a4466,WHI,0.26,0.053,141,0.9981,9.3,Cl1
a4467,WHI,0.32,0.051,149,0.99306,11,Cl1
a4468,WHI,0.25,0.054,158,0.99378,10.3,Cl1
a4469,WHI,0.21,0.051,95,0.99036,11.3,Cl2
a4470,WHI,0.23,0.042,100,0.99094,10.9,Cl2
a4471,WHI,0.145,0.042,90,0.9908,11.3,Cl2
a4472,WHI,0.2,0.039,78,0.9899,12.1,Cl2
a4473,WHI,0.28,0.039,83,0.99173,11.1,Cl1
a4474,WHI,0.36,0.271,140,0.99356,9.8,Cl1
a4475,WHI,0.25,0.049,125,0.99571,10.1,Cl2
a4476,WHI,0.22,0.036,110,0.98945,12.4,Cl2
a4477,WHI,0.2,0.034,104,0.98865,12.7,Cl2
a4478,WHI,0.32,0.05,180,0.99514,9.6,Cl1
a4479,WHI,0.32,0.05,180,0.99514,9.6,Cl1
a4480,WHI,0.555,0.053,126,0.9943,9.1,Cl1
a4481,WHI,0.22,0.12,122,0.99636,12.8,Cl1
a4482,WHI,0.32,0.05,180,0.99514,9.6,Cl1
a4483,WHI,0.3,0.037,155,0.98987,12.4,Cl2
a4484,WHI,0.28,0.058,108,0.99288,9.55,Cl1
a4485,WHI,0.555,0.053,126,0.9943,9.1,Cl1
a4486,WHI,0.31,0.033,74,0.99064,12.5,Cl2
a4487,WHI,0.15,0.05,68,0.99394,9.9,Cl2
a4488,WHI,0.13,0.045,87,0.99175,11.2,Cl2
a4489,WHI,0.48,0.03,122,0.98926,13,Cl2
a4490,WHI,0.48,0.03,122,0.98926,13,Cl2
a4491,WHI,0.3,0.033,116,0.99057,11.7,Cl2
a4492,WHI,0.28,0.038,95,0.98898,13.1,Cl2
a4493,WHI,0.19,0.032,50,0.9932,12,Cl2
a4494,WHI,0.31,0.043,165,0.9972,10.55,Cl2
a4495,WHI,0.24,0.046,84,0.9902,11.45,Cl2
a4496,WHI,0.23,0.053,194,0.9988,10.2,Cl2
a4497,WHI,0.24,0.046,84,0.9902,11.45,Cl2
a4498,WHI,0.29,0.212,150,0.9958,9.3,Cl1
a4499,WHI,0.2,0.052,106,0.9935,10.8,Cl1
a4500,WHI,0.38,0.053,103,0.9925,12.2,Cl2
a4501,WHI,0.27,0.053,175,0.992,11,Cl2
a4502,WHI,0.54,0.055,182,0.9986,10.4,Cl2
a4503,WHI,0.25,0.05,156,0.9914,11.4,Cl2
a4504,WHI,0.61,0.041,104,0.9909,14.05,Cl2
a4505,WHI,0.32,0.051,138,0.9943,10.7,Cl1
a4506,WHI,0.28,0.051,162,0.994,10.2,Cl1
a4507,WHI,0.19,0.044,100,0.9904,11.2,Cl2
a4508,WHI,0.305,0.036,73,0.99,12.33333333,Cl1
a4509,WHI,0.26,0.034,129,0.9902,11.5,Cl1
a4510,WHI,0.23,0.061,100,0.9925,9.5,Cl1
a4511,WHI,0.33,0.047,147,0.9886,13.4,Cl2
a4512,WHI,0.27,0.034,110,0.9898,12.5,Cl2
a4513,WHI,0.27,0.034,110,0.9898,12.5,Cl2
a4514,WHI,0.4,0.044,97,0.9904,11.2,Cl2
a4515,WHI,0.4,0.051,259,0.9964,8.8,Cl1
a4516,WHI,0.28,0.039,118,0.9908,11.2,Cl2
a4517,WHI,0.32,0.036,70,0.9899,12.7,Cl2
a4518,WHI,0.17,0.049,82,0.993,9.8,Cl2
a4519,WHI,0.2,0.049,40,0.9944,9.8,Cl2
a4520,WHI,0.13,0.058,183,0.9956,11.7,Cl2
a4521,WHI,0.31,0.052,230,0.9949,9.8,Cl1
a4522,WHI,0.36,0.048,191,0.9929,9.6,Cl1
a4523,WHI,0.2,0.049,40,0.9944,9.8,Cl2
a4524,WHI,0.18,0.048,149,0.9975,9.7,Cl1
a4525,WHI,0.16,0.049,137,0.995,10,Cl2
a4526,WHI,0.13,0.058,183,0.9956,11.7,Cl2
a4527,WHI,0.27,0.058,206,0.9946,12.3,Cl2
a4528,WHI,0.17,0.049,82,0.993,9.8,Cl2
a4529,WHI,0.37,0.068,101,0.9934,9,Cl2
a4530,WHI,0.26,0.047,164.5,0.9984,9.1,Cl2
a4531,WHI,0.28,0.049,162.5,0.9984,9.1,Cl2
a4532,WHI,0.28,0.049,162.5,0.9984,9.1,Cl2
a4533,WHI,0.12,0.056,121,0.9908,11.4,Cl2
a4534,WHI,0.25,0.049,124,0.9963,10.5,Cl1
a4535,WHI,0.24,0.04,105,0.98914,12.4,Cl2
a4536,WHI,0.26,0.047,156,0.9984,9.1,Cl2
a4537,WHI,0.28,0.049,152,0.9984,9.1,Cl2
a4538,WHI,0.18,0.049,94,0.9937,10.1,Cl1
a4539,WHI,0.09,0.032,134,0.993,10.9,Cl2
a4540,WHI,0.14,0.026,60,0.9956,11.05,Cl1
a4541,WHI,0.28,0.026,105,0.98963,12.75,Cl2
a4542,WHI,0.23,0.025,111,0.98961,12.7,Cl2
a4543,WHI,0.28,0.037,76,0.9948,11.1,Cl1
a4544,WHI,0.28,0.037,76,0.9948,11.1,Cl1
a4545,WHI,0.28,0.026,105,0.98963,12.75,Cl2
a4546,WHI,0.25,0.021,101,0.989315,13,Cl2
a4547,WHI,0.2,0.033,95,0.989435,12,Cl2
a4548,WHI,0.29,0.022,47,0.9899,11.5,Cl2
a4549,WHI,0.46,0.047,183,0.998275,10.5,Cl1
a4550,WHI,0.28,0.037,76,0.9948,11.1,Cl1
a4551,WHI,0.23,0.047,101,0.9914,11.1,Cl2
a4552,WHI,0.23,0.048,113,0.9915,11.1,Cl2
a4553,WHI,0.55,0.027,104,0.9924,13.1,Cl2
a4554,WHI,0.28,0.026,105,0.98963,12.75,Cl2
a4555,WHI,0.23,0.025,111,0.98961,12.7,Cl2
a4556,WHI,0.45,0.094,97,0.997,9.6,Cl1
a4557,WHI,0.2,0.028,138,0.9914,11.7,Cl1
a4558,WHI,0.37,0.042,210,0.997,9.7,Cl2
a4559,WHI,0.21,0.033,130,0.9944,10.9,Cl2
a4560,WHI,0.22,0.04,110,0.9958,10.7,Cl2
a4561,WHI,0.27,0.022,107,0.98889,13.8,Cl2
a4562,WHI,0.26,0.035,72,0.989465,12.15,Cl2
a4563,WHI,0.18,0.028,131,0.9954,10.8,Cl2
a4564,WHI,0.26,0.03,119,0.9947,10.7,Cl2
a4565,WHI,0.23,0.036,113,0.9912,10.8,Cl2
a4566,WHI,0.28,0.039,159,0.9965,10.8,Cl1
a4567,WHI,0.36,0.03,171,0.9948,12,Cl1
a4568,WHI,0.28,0.039,159,0.9965,10.8,Cl1
a4569,WHI,0.3,0.055,135,0.9925,12.2,Cl2
a4570,WHI,0.2,0.05,126,0.9936,9.4,Cl2
a4571,WHI,0.29,0.029,83,0.9898,11.4,Cl2
a4572,WHI,0.22,0.027,101,0.98948,12.5,Cl2
a4573,WHI,0.22,0.024,97,0.98823,13.05,Cl2
a4574,WHI,0.32,0.026,99,0.9896,12.4,Cl2
a4575,WHI,0.2,0.03,102,0.9908,12.9,Cl2
a4576,WHI,0.35,0.034,133,0.9906,12,Cl2
a4577,WHI,0.3,0.036,56,0.9904,11.3,Cl1
a4578,WHI,0.15,0.05,96,0.99754,10,Cl2
a4579,WHI,0.13,0.042,98,0.9898,11.8,Cl2
a4580,WHI,0.2,0.045,125,0.998365,9.4,Cl2
a4581,WHI,0.2,0.047,112,0.99837,8.8,Cl2
a4582,WHI,0.27,0.038,138,0.99125,11.1,Cl2
a4583,WHI,0.37,0.048,146,0.9943,10.5,Cl2
a4584,WHI,0.23,0.05,150,0.99488,9.3,Cl2
a4585,WHI,0.34,0.042,110,0.99034,11.4,Cl2
a4586,WHI,0.33,0.03,158,0.99322,11.8,Cl2
a4587,WHI,0.29,0.029,132,0.98895,12.4,Cl2
a4588,WHI,0.33,0.035,108,0.99457,11.6,Cl2
a4589,WHI,0.3,0.05,137,0.99304,11.1,Cl1
a4590,WHI,0.29,0.029,132,0.98895,12.4,Cl2
a4591,WHI,0.33,0.041,168,0.99331,11.1,Cl2
a4592,WHI,0.33,0.042,251,0.99435,11,Cl2
a4593,WHI,0.45,0.036,165,0.99122,12.2,Cl2
a4594,WHI,0.36,0.053,113,0.99544,11,Cl2
a4595,WHI,0.42,0.035,129,0.989,12.9,Cl2
a4596,WHI,0.39,0.037,124,0.99414,10.9,Cl2
a4597,WHI,0.53,0.069,114,0.99014,13.4,Cl2
a4598,WHI,0.66,0.033,75,0.99551,10.7,Cl2
a4599,WHI,0.36,0.053,113,0.99544,11,Cl2
a4600,WHI,0.16,0.027,75,0.9908,11.4,Cl2
a4601,WHI,0.22,0.043,116,0.9927,10.2,Cl2
a4602,WHI,0.23,0.03,116,0.99244,11,Cl2
a4603,WHI,0.17,0.044,139,0.99752,9.1,Cl2
